703,269
521,559
521,321
1007,559
1007,321
1743,590
1743,1730
1231,590
1231,1730
859,886
859,1314
703,886
703,1314
841,1227
841,914
1675,1227
1675,914
1743,195
1743,1433
1231,195
1231,1433
1153,619
1153,1451
894,619
894,1451
1191,655
1191,1765
716,655
716,1765
1793,1899
1793,219
1168,1899
1168,219
842,476
842,232
549,476
549,232
1604,1946
1604,1160
1910,1946
1910,1160
859,1239
859,1934
703,1239
703,1934
1578,274
1578,399
1799,274
1799,399
1743,1474
1743,1637
1231,1474
1231,1637
1164,1188
1164,1568
493,1188
493,1568
1480,301
1480,239
850,301
850,239
942,515
942,1488
1723,515
1723,1488
237,338
237,1015
139,338
139,1015
859,1739
859,418
703,1739
703,418
707,352
707,638
681,352
681,638
1743,1656
1743,1109
1231,1656
1231,1109
1527,1464
1527,1810
369,1464
369,1810
1933,825
1933,1173
1142,825
1142,1173
1743,1519
1743,705
1231,1519
1231,705
237,77
237,781
139,77
139,781
23,1573
23,886
1200,1573
1200,886
707,902
707,693
681,902
681,693
131,1807
131,1387
1299,1807
1299,1387
602,1224
602,658
1359,1224
1359,658
97,1166
97,459
872,1166
872,459
1887,1569
1887,1840
1639,1569
1639,1840
543,1696
543,1772
182,1696
182,1772
1629,1403
1629,1812
964,1403
964,1812
574,636
574,35
1716,636
1716,35
707,5
707,250
681,5
681,250
99,565
99,1721
1589,565
1589,1721
1489,1625
1489,520
37,1625
37,520
131,1256
131,1823
1299,1256
1299,1823
1604,1294
1604,1894
1910,1294
1910,1894
602,949
602,1667
1359,949
1359,1667
869,1922
869,72
186,1922
186,72
1578,305
1578,1409
1799,305
1799,1409
1489,1232
1489,1553
37,1232
37,1553
327,1300
327,1174
586,1300
586,1174
1191,1953
1191,784
716,1953
716,784
859,1633
859,124
703,1633
703,124
97,1752
97,1756
872,1752
872,1756
1023,74
1023,1040
26,74
26,1040
942,1756
942,1441
1723,1756
1723,1441
1191,1458
1191,1043
716,1458
716,1043
1758,1296
1758,1434
66,1296
66,1434
1629,1546
1629,695
964,1546
964,695
237,862
237,306
139,862
139,306
237,603
237,1763
139,603
139,1763
859,1099
859,533
703,1099
703,533
1933,95
1933,709
1142,95
1142,709
543,279
543,1746
182,279
182,1746
1153,1170
1153,785
894,1170
894,785
1604,335
1604,15
1910,335
1910,15
1629,1888
1629,783
964,1888
964,783
237,623
237,867
139,623
139,867
1578,443
1578,310
1799,443
1799,310
97,1135
97,208
872,1135
872,208
1604,792
1604,1260
1910,792
1910,1260
1933,1960
1933,62
1142,1960
1142,62
842,1001
842,332
549,1001
549,332
23,1929
23,1322
1200,1929
1200,1322
1117,1872
1117,663
498,1872
498,663
1023,1916
1023,994
26,1916
26,994
574,318
574,938
1716,318
1716,938
842,1701
842,855
549,1701
549,855
1153,443
1153,226
894,443
894,226
121,886
121,1702
1614,886
1614,1702
99,650
99,1444
1589,650
1589,1444
1743,307
1743,738
1231,307
1231,738
1191,1756
1191,888
716,1756
716,888
121,1728
121,1072
1614,1728
1614,1072
237,1756
237,1233
139,1756
139,1233
1933,1279
1933,365
1142,1279
1142,365
99,1246
99,1867
1589,1246
1589,1867
99,929
99,1146
1589,929
1589,1146
1191,230
1191,502
716,230
716,502
1164,1430
1164,1900
493,1430
493,1900
1489,1857
1489,426
37,1857
37,426
1629,978
1629,1857
964,978
964,1857
1887,915
1887,946
1639,915
1639,946
388,734
388,1515
222,734
222,1515
859,1691
859,468
703,1691
703,468
869,1378
869,111
186,1378
186,111
1480,384
1480,299
850,384
850,299
1527,1021
1527,328
369,1021
369,328
1527,1815
1527,924
369,1815
369,924
942,553
942,845
1723,553
1723,845
942,1740
942,954
1723,1740
1723,954
521,1234
521,1349
1007,1234
1007,1349
327,1821
327,1852
586,1821
586,1852
1489,494
1489,1415
37,494
37,1415
526,479
526,511
1719,479
1719,511
1153,1617
1153,1536
894,1617
894,1536
574,1126
574,1801
1716,1126
1716,1801
1743,1503
1743,1513
1231,1503
1231,1513
1793,199
1793,1297
1168,199
1168,1297
388,1438
388,1659
222,1438
222,1659
543,1422
543,1136
182,1422
182,1136
707,1947
707,1750
681,1947
681,1750
841,357
841,1437
1675,357
1675,1437
121,395
121,1005
1614,395
1614,1005
707,634
707,1950
681,634
681,1950
99,1445
99,203
1589,1445
1589,203
1118,1025
1118,675
156,1025
156,675
526,1039
526,1263
1719,1039
1719,1263
1480,435
1480,1727
850,435
850,1727
1743,1699
1743,1414
1231,1699
1231,1414
526,745
526,1669
1719,745
1719,1669
97,414
97,127
872,414
872,127
1480,560
1480,221
850,560
850,221
1527,801
1527,624
369,801
369,624
388,1514
388,319
222,1514
222,319
896,1388
896,775
762,1388
762,775
526,248
526,1826
1719,248
1719,1826
1191,205
1191,1877
716,205
716,1877
237,1969
237,381
139,1969
139,381
121,125
121,1753
1614,125
1614,1753
1117,1068
1117,1644
498,1068
498,1644
1578,1492
1578,243
1799,1492
1799,243
1191,963
1191,10
716,963
716,10
896,917
896,824
762,917
762,824
1805,1833
1805,1785
194,1833
194,1785
1118,39
1118,1782
156,39
156,1782
1933,1903
1933,329
1142,1903
1142,329
131,316
131,323
1299,316
1299,323
1805,1570
1805,453
194,1570
194,453
1933,1282
1933,408
1142,1282
1142,408
327,1594
327,1854
586,1594
586,1854
869,496
869,185
186,496
186,185
521,1576
521,404
1007,1576
1007,404
237,1058
237,1383
139,1058
139,1383
1480,611
1480,1219
850,611
850,1219
1023,952
1023,1427
26,952
26,1427
1604,1058
1604,1956
1910,1058
1910,1956
521,443
521,1054
1007,443
1007,1054
1153,87
1153,507
894,87
894,507
1164,410
1164,443
493,410
493,443
841,391
841,1795
1675,391
1675,1795
327,1462
327,956
586,1462
586,956
388,1756
388,1033
222,1756
222,1033
1743,1080
1743,1869
1231,1080
1231,1869
1023,1954
1023,1471
26,1954
26,1471
521,436
521,747
1007,436
1007,747
841,672
841,44
1675,672
1675,44
1793,1175
1793,1205
1168,1175
1168,1205
1793,1892
1793,927
1168,1892
1168,927
1578,187
1578,1918
1799,187
1799,1918
23,1053
23,1976
1200,1053
1200,1976
388,957
388,1493
222,957
222,1493
869,870
869,133
186,870
186,133
97,1868
97,1756
872,1868
872,1756
1887,1369
1887,1411
1639,1369
1639,1411
23,1682
23,558
1200,1682
1200,558
327,530
327,686
586,530
586,686
1023,1459
1023,639
26,1459
26,639
1489,1664
1489,451
37,1664
37,451
942,1571
942,532
1723,1571
1723,532
896,750
896,463
762,750
762,463
1118,573
1118,1240
156,573
156,1240
1191,443
1191,972
716,443
716,972
841,848
841,1597
1675,848
1675,1597
1604,447
1604,1973
1910,447
1910,1973
896,1824
896,913
762,1824
762,913
1887,1485
1887,1419
1639,1485
1639,1419
1805,148
1805,1453
194,148
194,1453
97,1419
97,1643
872,1419
872,1643
237,1847
237,193
139,1847
139,193
707,655
707,1765
681,655
681,1765
388,587
388,975
222,587
222,975
1480,438
1480,171
850,438
850,171
237,690
237,27
139,690
139,27
99,1631
99,1783
1589,1631
1589,1783
388,1550
388,768
222,1550
222,768
521,1495
521,1158
1007,1495
1007,1158
1118,953
1118,40
156,953
156,40
521,413
521,1269
1007,413
1007,1269
543,858
543,1214
182,858
182,1214
1527,1330
1527,24
369,1330
369,24
859,1932
859,601
703,1932
703,601
1805,1545
1805,1654
194,1545
194,1654
1629,1286
1629,1372
964,1286
964,1372
1527,851
1527,1624
369,851
369,1624
1758,150
1758,1665
66,150
66,1665
1527,1650
1527,1879
369,1650
369,1879
574,429
574,41
1716,429
1716,41
1527,361
1527,1454
369,361
369,1454
859,680
859,1210
703,680
703,1210
526,816
526,1924
1719,816
1719,1924
97,1202
97,1640
872,1202
872,1640
1743,1479
1743,1726
1231,1479
1231,1726
602,756
602,1089
1359,756
1359,1089
1604,1563
1604,1177
1910,1563
1910,1177
543,1108
543,818
182,1108
182,818
131,425
131,1808
1299,425
1299,1808
602,1148
602,821
1359,1148
1359,821
859,1148
859,821
703,1148
703,821
521,1148
521,821
1007,1148
1007,821
1117,1806
1117,725
498,1806
498,725
1118,1148
1118,821
156,1148
156,821
237,1148
237,821
139,1148
139,821
131,1148
131,821
1299,1148
1299,821
121,1148
121,821
1614,1148
1614,821
1887,1148
1887,821
1639,1148
1639,821
1467,1148
1467,821
1483,1148
1483,821
99,759
99,1897
1589,759
1589,1897
1527,263
1527,1264
369,263
369,1264
1480,1222
1480,1137
850,1222
850,1137
841,1967
841,1635
1675,1967
1675,1635
1489,1688
1489,667
37,1688
37,667
327,1443
327,680
586,1443
586,680
1164,1139
1164,1060
493,1139
493,1060
388,1879
388,477
222,1879
222,477
543,940
543,1172
182,940
182,1172
707,847
707,1421
681,847
681,1421
237,1830
237,181
139,1830
139,181
707,1147
707,1679
681,1147
681,1679
1933,854
1933,835
1142,854
1142,835
842,188
842,892
549,188
549,892
942,1133
942,1714
1723,1133
1723,1714
1153,652
1153,918
894,652
894,918
526,350
526,900
1719,350
1719,900
1527,980
1527,1882
369,980
369,1882
327,320
327,820
586,320
586,820
602,1477
602,1865
1359,1477
1359,1865
1527,1151
1527,557
369,1151
369,557
1153,1323
1153,1428
894,1323
894,1428
1805,884
1805,680
194,884
194,680
23,472
23,412
1200,472
1200,412
1191,472
1191,561
716,472
716,561
1467,807
1467,456
1483,807
1483,456
1153,1771
1153,1140
894,1771
894,1140
1629,1522
1629,1439
964,1522
964,1439
1489,654
1489,1470
37,654
37,1470
23,1419
23,1365
1200,1419
1200,1365
1887,544
1887,133
1639,544
1639,133
1933,1110
1933,1047
1142,1110
1142,1047
237,832
237,1816
139,832
139,1816
237,1182
237,419
139,1182
139,419
1480,1789
1480,1069
850,1789
850,1069
1117,1400
1117,1018
498,1400
498,1018
1467,1073
1467,29
1483,1073
1483,29
388,1367
388,1250
222,1367
222,1250
23,545
23,1425
1200,545
1200,1425
1467,661
1467,642
1483,661
1483,642
1887,834
1887,1712
1639,834
1639,1712
121,1853
121,1788
1614,1853
1614,1788
99,1475
99,273
1589,1475
1589,273
543,75
543,151
182,75
182,151
526,655
526,1765
1719,655
1719,1765
1117,1440
1117,1697
498,1440
498,1697
1629,800
1629,1767
964,800
964,1767
1887,1229
1887,210
1639,1229
1639,210
1527,1964
1527,1217
369,1964
369,1217
1758,1087
1758,641
66,1087
66,641
1480,1324
1480,1071
850,1324
850,1071
121,432
121,771
1614,432
1614,771
131,1090
131,1228
1299,1090
1299,1228
1887,1920
1887,931
1639,1920
1639,931
521,1609
521,358
1007,1609
1007,358
1758,30
1758,770
66,30
66,770
526,1531
526,1103
1719,1531
1719,1103
602,944
602,1368
1359,944
1359,1368
1805,167
1805,1420
194,167
194,1420
521,506
521,1405
1007,506
1007,1405
1758,1890
1758,1907
66,1890
66,1907
1793,1543
1793,751
1168,1543
1168,751
1743,1220
1743,992
1231,1220
1231,992
841,513
841,1435
1675,513
1675,1435
1527,1431
1527,1555
369,1431
369,1555
1118,757
1118,575
156,757
156,575
1758,1325
1758,304
66,1325
66,304
23,303
23,1111
1200,303
1200,1111
1743,1059
1743,1577
1231,1059
1231,1577
99,1537
99,868
1589,1537
1589,868
1527,1952
1527,1285
369,1952
369,1285
1758,1278
1758,682
66,1278
66,682
842,1827
842,347
549,1827
549,347
131,82
131,1875
1299,82
1299,1875
707,82
707,1875
681,82
681,1875
327,225
327,1520
586,225
586,1520
942,1473
942,814
1723,1473
1723,814
1887,1741
1887,126
1639,1741
1639,126
1578,830
1578,671
1799,830
1799,671
1023,1326
1023,296
26,1326
26,296
521,275
521,84
1007,275
1007,84
388,1179
388,685
222,1179
222,685
842,1176
842,989
549,1176
549,989
574,1786
574,366
1716,1786
1716,366
1933,1306
1933,1009
1142,1306
1142,1009
1743,189
1743,1651
1231,189
1231,1651
1117,1689
1117,117
498,1689
498,117
1527,879
1527,535
369,879
369,535
237,1496
237,701
139,1496
139,701
1164,113
1164,311
493,113
493,311
1887,1626
1887,505
1639,1626
1639,505
574,1526
574,202
1716,1526
1716,202
388,1516
388,1398
222,1516
222,1398
121,516
121,880
1614,516
1614,880
896,933
896,901
762,933
762,901
1489,1208
1489,1189
37,1208
37,1189
237,1190
237,1562
139,1190
139,1562
99,1923
99,1032
1589,1923
1589,1032
1887,1221
1887,1945
1639,1221
1639,1945
327,1921
327,1521
586,1921
586,1521
1117,786
498,786
842,1336
842,1274
549,1336
549,1274
1153,294
1153,572
894,294
894,572
1117,183
1117,988
498,183
498,988
859,1482
859,348
703,1482
703,348
1153,8
1153,417
894,8
894,417
1793,190
1793,1452
1168,190
1168,1452
327,656
327,920
586,656
586,920
23,1392
23,673
1200,1392
1200,673
97,1261
97,1835
872,1261
872,1835
602,886
602,1686
1359,886
1359,1686
1527,1113
1527,1186
369,1113
369,1186
131,886
131,1077
1299,886
1299,1077
521,753
521,1598
1007,753
1007,1598
1743,489
1743,3
1231,489
1231,3
1467,1863
1467,678
1483,1863
1483,678
1118,804
1118,1567
156,804
156,1567
1743,878
1743,1839
1231,878
1231,1839
1743,621
1743,1312
1231,621
1231,1312
602,899
602,965
1359,899
1359,965
1467,1941
1467,1737
1483,1941
1483,1737
842,1709
842,895
549,1709
549,895
841,430
841,1248
1675,430
1675,1248
869,1690
869,1648
186,1690
186,1648
1118,497
1118,1095
156,497
156,1095
1527,1661
1527,104
369,1661
369,104
1578,810
1578,180
1799,810
1799,180
327,1006
327,1649
586,1006
586,1649
237,1448
237,1386
139,1448
139,1386
1629,1518
1629,80
964,1518
964,80
842,499
842,345
549,499
549,345
942,176
942,1242
1723,176
1723,1242
574,308
574,1091
1716,308
1716,1091
1527,1093
1527,731
369,1093
369,731
543,1243
543,1225
182,1243
182,1225
1793,114
1793,201
1168,114
1168,201
1117,1194
1117,142
498,1194
498,142
1023,797
1023,1259
26,797
26,1259
1758,1673
1758,1754
66,1673
66,1754
574,360
574,1645
1716,360
1716,1645
1480,1769
1480,843
850,1769
850,843
131,698
131,383
1299,698
1299,383
543,486
543,715
182,486
182,715
1527,1251
1527,571
369,1251
369,571
1527,380
1527,630
369,380
369,630
526,271
526,1353
1719,271
1719,1353
97,817
97,798
872,817
872,798
1164,115
1164,683
493,115
493,683
896,655
896,1765
762,655
762,1765
1527,1163
1527,1301
369,1163
369,1301
23,655
23,1765
1200,655
1200,1765
23,655
23,1765
1200,655
1200,1765
1743,1319
1743,1765
1231,1319
1231,1765
121,655
121,1765
1614,655
1614,1765
521,655
521,1765
1007,655
1007,1765
388,713
388,1078
222,713
222,1078
1743,527
1743,860
1231,527
1231,860
1578,281
1578,620
1799,281
1799,620
1153,155
1153,439
894,155
894,439
131,336
131,1081
1299,336
1299,1081
237,1076
237,849
139,1076
139,849
1743,138
1743,1906
1231,138
1231,1906
97,302
97,935
872,302
872,935
1153,1611
1153,1720
894,1611
894,1720
1164,1469
1164,687
493,1469
493,687
1467,166
1467,1595
1483,166
1483,1595
841,649
841,397
1675,649
1675,397
1933,1366
1933,805
1142,1366
1142,805
526,145
526,1048
1719,145
1719,1048
707,912
707,592
681,912
681,592
1164,1271
1164,763
493,1271
493,763
1933,1962
1933,364
1142,1962
1142,364
1743,1848
1743,1886
1231,1848
1231,1886
707,666
707,1393
681,666
681,1393
131,1216
131,510
1299,1216
1299,510
707,1003
707,400
681,1003
681,400
1793,78
1793,512
1168,78
1168,512
1480,1653
1480,1328
850,1653
850,1328
131,1706
131,983
1299,1706
1299,983
869,1710
869,998
186,1710
186,998
526,1181
526,330
1719,1181
1719,330
1164,534
1164,1123
493,534
493,1123
1164,576
1164,1486
493,576
493,1486
23,340
23,154
1200,340
1200,154
1743,1850
1743,659
1231,1850
1231,659
131,1180
131,733
1299,1180
1299,733
1467,17
1467,508
1483,17
1483,508
896,595
896,470
762,595
762,470
896,799
896,1668
762,799
762,1668
1153,1834
1153,1128
894,1834
894,1128
526,1627
526,525
1719,1627
1719,525
841,337
841,267
1675,337
1675,267
131,270
131,1012
1299,270
1299,1012
841,31
841,213
1675,31
1675,213
942,1150
942,1357
1723,1150
1723,1357
841,1155
841,1184
1675,1155
1675,1184
1887,314
1887,865
1639,314
1639,865
131,1718
131,394
1299,1718
1299,394
543,1038
543,857
182,1038
182,857
521,1497
521,1053
1007,1497
1007,1053
602,1115
1359,1115
1164,1355
1164,1277
493,1355
493,1277
842,445
842,1672
549,445
549,1672
1933,1436
1933,503
1142,1436
1142,503
131,191
131,133
1299,191
1299,133
1758,1588
1758,1729
66,1588
66,1729
896,282
896,741
762,282
762,741
1527,1856
1527,1245
369,1856
369,1245
131,1320
131,1735
1299,1320
1299,1735
1578,1441
1578,1206
1799,1441
1799,1206
1480,651
1480,1914
850,651
850,1914
1793,648
1793,1344
1168,648
1168,1344
327,562
327,1207
586,562
586,1207
602,53
602,1311
1359,53
1359,1311
1805,94
1805,1630
194,94
194,1630
1118,615
1118,531
156,615
156,531
1118,1066
1118,735
156,1066
156,735
121,65
121,1779
1614,65
1614,1779
1489,1096
1489,1558
37,1096
37,1558
942,1510
942,233
1723,1510
1723,233
1489,491
1489,1361
37,491
37,1361
1805,1802
1805,1657
194,1802
194,1657
942,91
942,1825
1723,91
1723,1825
23,1484
23,1337
1200,1484
1200,1337
388,18
388,293
222,18
222,293
1118,238
1118,1581
156,238
156,1581
1527,1343
1527,1067
369,1343
369,1067
707,1781
707,423
681,1781
681,423
896,1201
896,1751
762,1201
762,1751
526,415
526,863
1719,415
1719,863
1805,1141
1805,990
194,1141
194,990
842,1790
842,1658
549,1790
549,1658
1023,1538
1023,473
26,1538
26,473
521,1636
521,1896
1007,1636
1007,1896
1527,1713
1527,982
369,1713
369,982
388,950
388,1580
222,950
222,1580
869,344
869,1898
186,344
186,1898
327,217
327,717
586,217
586,717
869,1760
869,1501
186,1760
186,1501
1578,660
1578,231
1799,660
1799,231
1743,1551
1743,1295
1231,1551
1231,1295
1933,819
1933,831
1142,819
1142,831
1467,158
1467,999
1483,158
1483,999
1023,474
1023,1670
26,474
26,1670
23,1491
23,984
1200,1491
1200,984
327,930
327,1079
586,930
586,1079
1153,309
1153,390
894,309
894,390
23,1218
23,1028
1200,1218
1200,1028
1578,631
1578,1342
1799,631
1799,1342
526,1759
526,554
1719,1759
1719,554
1467,598
1467,563
1483,598
1483,563
97,1587
97,1060
872,1587
872,1060
1743,645
1743,367
1231,645
1231,367
1527,322
1527,961
369,322
369,961
1793,1591
1793,471
1168,1591
1168,471
602,1301
602,1450
1359,1301
1359,1450
1578,60
1578,720
1799,60
1799,720
1887,1107
1887,1878
1639,1107
1639,1878
388,377
388,1423
222,377
222,1423
99,909
99,268
1589,909
1589,268
543,904
543,1345
182,904
182,1345
1629,20
1629,1064
964,20
964,1064
1793,722
1793,265
1168,722
1168,265
1118,1016
1118,1075
156,1016
156,1075
121,584
121,772
1614,584
1614,772
841,406
841,25
1675,406
1675,25
842,36
842,1622
549,36
549,1622
1023,1866
1023,1292
26,1866
26,1292
131,1308
131,1524
1299,1308
1299,1524
1480,599
1480,254
850,599
850,254
543,444
543,1026
182,444
182,1026
543,1677
543,749
182,1677
182,749
1527,96
1527,1275
369,96
369,1275
1629,137
1629,1283
964,137
964,1283
131,482
131,758
1299,482
1299,758
1489,1879
1489,928
37,1879
37,928
99,258
99,339
1589,258
1589,339
1489,764
1489,1390
37,764
37,1390
1489,149
1489,1842
37,149
37,1842
99,1145
99,102
1589,1145
1589,102
131,787
131,1419
1299,787
1299,1419
842,1552
842,431
549,1552
549,431
97,488
97,911
872,488
872,911
521,1257
521,1532
1007,1257
1007,1532
1758,43
1758,88
66,43
66,88
521,1298
521,1564
1007,1298
1007,1564
1191,1045
1191,1897
716,1045
716,1897
1118,1083
1118,839
156,1083
156,839
1117,1154
1117,1590
498,1154
498,1590
1023,838
1023,1049
26,838
26,1049
574,829
574,334
1716,829
1716,334
841,1272
841,1281
1675,1272
1675,1281
1153,1044
1153,133
894,1044
894,133
1743,326
1743,1866
1231,326
1231,1866
1023,1432
1023,1461
26,1432
26,1461
99,1678
99,1051
1589,1678
1589,1051
1805,996
1805,1803
194,996
194,1803
859,168
859,1775
703,168
703,1775
1887,1965
1887,1836
1639,1965
1639,1836
1164,1063
1164,484
493,1063
493,484
1467,769
1467,1144
1483,769
1483,1144
1118,1258
1118,524
156,1258
156,524
896,811
896,1031
762,811
762,1031
859,908
859,1199
703,908
703,1199
1164,1468
1164,1318
493,1468
493,1318
543,910
543,955
182,910
182,955
1023,1373
1023,1084
26,1373
26,1084
1629,1756
1629,1255
964,1756
964,1255
1805,815
1805,907
194,815
194,907
1805,1027
1805,1195
194,1027
194,1195
1489,1586
1489,1583
37,1586
37,1583
1153,1060
1153,1165
894,1060
894,1165
1164,1070
1164,1843
493,1070
493,1843
1793,289
1793,1958
1168,289
1168,1958
1793,541
1793,108
1168,541
1168,108
1164,153
1164,1230
493,153
493,1230
1604,608
1604,1092
1910,608
1910,1092
707,93
707,1100
681,93
681,1100
1117,128
1117,1948
498,128
498,1948
602,1302
602,162
1359,1302
1359,162
526,32
526,1600
1719,32
1719,1600
896,1534
896,33
762,1534
762,33
1933,76
1933,1060
1142,76
1142,1060
707,1372
707,1662
681,1372
681,1662
1887,266
1887,1676
1639,266
1639,1676
707,107
707,466
681,107
681,466
602,791
602,292
1359,791
1359,292
1117,1539
1117,47
498,1539
498,47
131,828
131,144
1299,828
1299,144
1743,919
1743,1449
1231,919
1231,1449
1467,780
1467,161
1483,780
1483,161
1578,921
1578,1792
1799,921
1799,1792
97,1354
97,1959
872,1354
872,1959
121,647
121,1391
1614,647
1614,1391
896,926
896,1424
762,926
762,1424
602,1618
602,480
1359,1618
1359,480
23,1556
23,1509
1200,1556
1200,1509
1604,374
1604,198
1910,374
1910,198
574,696
574,1253
1716,696
1716,1253
1153,1748
1153,157
894,1748
894,157
1758,1156
1758,1011
66,1156
