AFAM-162_Lecture-17,"In this lecture, Professor Holloway focuses on the events between 1964 and 1966 that contribute to a fundamental shift in the tone and tactics of the civil rights movement. By examining the Mississippi Freedom Democratic Party’s quest to seat alternate delegates at the Democratic National Convention in 1964; “Bloody Sunday” and the 1965 march from Selma to Montgomery; the signing of the 1965 Voting Rights Act; and the riots that summer in Watts, a poor neighborhood in Los Angeles, Professor Holloway reveals that people were struggling with the new tactical change in the movement. The militancy seen in Watts was becoming more recognizable and more frequent, partially due to rhetoric but also do to the increasing U.S. military occupation in Vietnam. Impatience was growing not just in urban or northern areas, but all over the country. In the final portion of the lecture, Professor Holloway offers a preview of the first Black Panther Party, the Lowndes County Freedom Organization, founded in Lowndes County, Mississippi, and the shifting racial philosophy of the Student Non-Violent Coordinating Committee, led by Stokely Carmichael. Warning: This lecture contains graphic content and/or adult language that some users may find disturbing."
AFAM-162_Lecture-18,"Just as Martin Luther King, Jr. and Malcolm X have been mythologized in American history, organizations and individuals affiliated with the Black Power call have also been romanticized as well as demonized in such a way that the truth behind their image has been lost. In this lecture, Professor Holloway uncovers the history of black radicalism in the sixties, most famously embodied by the Black Panther Party, and reveals how black power encompassed a call for race pride, the development of black-run organizations dedicated to saving black communities, and also a fascination with an image–one conferred upon black radicals by whites as well as consciously cultivated by African Americans. At the same time, this hyper-masculine, cool, soulful, and dangerous aesthetic obscured some of the important work that the black militants tried to accomplish. In the second half of this lecture, Professor Holloway reveals how groups like the Black Panthers created their own community social welfare programming and maintained links between their cause and that of oppressed people around the world."
AFAM-162_Lecture-19,"As the movement moved out of the South and away from a largely Christian orientation, it became clear that people were prepared to enlarge the struggle so that it became linked to international issues including the war in Vietnam, the spread of capitalism, and the exploitation of developing countries. Yet for every moment of great promise, there was a moment of great confusion and despair. In this lecture, Professor Holloway traces the competing lines of activism, change, struggle, frustration, and political brinksmanship that occurred in the late sixties. He focuses on SNCC’s trajectory, Martin Luther King’s poverty campaign in Chicago, his views on Vietnam, the riots that followed his 1968 assassination, and the Poor People’s Campaign. The remainder of the lecture focuses on the national and international events of 1968 that contributed to this feeling of unrest sweeping the country. As the movement grew beyond its traditional boundaries, the moral and psychological hold it had on America began to lose its strength. As Professor Holloway explains, by the end of the 1960s, it seemed that Americans cared little for the larger and more complicated truths pointed to by black radicals’ political, social, economic, and cultural critique."
AFAM-162_Lecture-20,"The early 1970s marked a moment of social confusion, violence, and cultural excitement carried over from the late 1960s. In this lecture, Professor Holloway canvasses some of the political turmoil of this era and the ways that it was reflected in popular culture. By examining musical achievements like Marvin Gaye’s album, What’s Going On?, and some of Stevie Wonder’s songs recorded around this time, it becomes clear that black cultural producers were wrestling with Vietnam, economic despair, ecological despair, poverty, and urban decay. Yet the early 1970s was also a moment of black cultural celebration, and Professor Holloway explores the complicated messages about black sexuality in general, and black masculinity and the role of black women in specific, depicted in blaxploitation films like Shaft, Sweet Sweetback’s Badasssss Song, Super Fly, and Foxy Brown. Warning: This lecture contains graphic content and/or adult language that some users may find disturbing."
AFAM-162_Lecture-21,"With Martin Luther King’s assassination, the collapse of SNCC, and the self-destruction of the Black Panthers, one would think that all promise had faded in regards to the possibility of black political and social advancement. But in this lecture, Professor Holloway examines moments of hope for black political organization, including Carl Stokes’s 1967 mayoral victory in Cleveland, the formation of the Congressional Black Caucus in 1969, and the 1972 National Black Political Convention in Gary, Indiana. Yet for all of the coalition building taking place, deeper problems revolved around gender. In this lecture, Professor Holloway focuses specifically on the difficulties that black women encountered as they confronted a racist and sexist political system, exemplified by Daniel Patrick Moynihan’s concern over women-headed households in black America. When Shirley Chisholm declared her candidacy for the presidency, and when women on the ground, like Johnnie Tillman, fought for welfare rights or tried to join the modern feminist movement, they faced their “double jeopardy,” that is a second-class status rooted in both racial and gender oppression. Although the early 1970s certainly was not the first time black women began to speak up about their oppression, Professor Holloway reveals that they finally began to be heard, and they formed groups, like the National Black Feminist Organization and the Combahee River Collective, to try to change the national conversation."
AFAM-162_Lecture-22,"In this lecture, Professor Holloway gives a political biography of Jesse Jackson as a way to help understand the shifting cultural politics of the 1960s, the rise of a different array of politics in the 1970s, and the high politics of the 1980s. Professor Holloway traces Jackson’s ascension into Martin Luther King’s inner-circle, his work in Chicago with Operation Breadbasket and then later with Operation PUSH, his reaction to King’s assassination, his national economic boycotts, and his 1984 and 1988 presidential campaigns. In the second half of the lecture, Professor Holloway turns to the national stage, surveying the political and social milieu around President Nixon, Ford, Carter, and Reagan’s administrations, focusing specifically on the latter two. While Jimmy Carter diversified the executive branch of the federal government through White House appointments, Ronald Reagan had a more covert approach to racial politics. By claiming that the federal government was the real problem, and calling for a return to states’ rights, Reagan implicitly supported the centralizing power of racists like Bull Connor and organizations like the KKK. Thus, Professor Holloway explains, as public race baiting fell out of favor, conservatives like Reagan adopted a way of talking about race without ever mentioning it."
AFAM-162_Lecture-23,"In this lecture, Professor Holloway discusses the connections between media and high politics during the late 1980s and 1990s and reveals the ways that race was replaced by a series of keywords–such as crime, drugs, and welfare–that acted as racial signifiers in our national discourse. An examination of the political rhetoric from the George H.W. Bush/Michael Dukakis campaign, including the infamous Willie Horton advertisement, as well as racially-infused persons and incidents such as Bernhard Goetz, the “Subway Vigilante;” Charles Stuart; the Central Park jogger case; Senator Jesse Helms’s “Angry Hands” advertisement; the murder of Latasha Harlins by Soon Ja Du, a Korean shopkeeper; the Rodney King beating; and the riots and rebellion in South Central, Los Angeles following the acquittal of the white policemen who beat him all reveal the special coding that linked people’s awareness of race and crime and the ways that the media reinforced the stereotype that crime was the special province of the black male. In the remainder of the lecture, Professor Holloway discusses the Clarence Thomas/Anita Hill controversy, essentially a manifestation of the three-ring circus that was racial politics in the 1990s."
AFAM-162_Lecture-24,"In this lecture, Professor Holloway discusses how race influenced public policy by examining some of the key cultural symbols of the past few decades, all in an effort to answer the question: how is race used in our society? Professor Holloway discusses Bill Clinton’s policies in particular, honing in on his ability to connect with the African American community, the controversy surrounding Lani Guinier’s cabinet appointment, and his National Dialogue on Race. He then turns to California to examine the passage of Propositions 187 and 209, which begin to call into question common notions about civil rights legislation and affirmative action in our nation. In the remainder of the lecture, Professor Holloway talks about four landmark court cases–Shaw v. Reno, Adarand v. Pena, Hopwood v. Texas, and Grutter v. Bollinger–to shed light on the way race began to operate in a legal setting, as well as the general dumbing down of discourse in politics and media about race, in the post-civil rights era. Warning: This lecture contains graphic content and/or adult language that some users may find disturbing."
AFAM-162_Lecture-25,"In this final lecture, Professor Holloway offers a survey of some of the main themes and ideas of the course, including citizenship, uplift and respectability, political radicalism, cultural politics, and racial symbolism. The final two questions he grapples with are 1) what does it mean to be “post-racial” and 2) how is race used in our society? In order to propose answers to these questions, Professor Holloway examines Barack Obama’s election; his 2008 inauguration; and his speech, “A More Perfect Union,” given during the campaign. He also provides some examples of the ways raced is used in the American landscape to distract attention from class and gender; to sell products, including Uncle Ben’s rice and Aunt Jemima’s pancakes; to suggest a progressive commitment to equality; to draw in tourist money; and to heighten emotions, as illustrated by some of the ways that New Orleans’ residents were depicted during Hurricane Katrina. In the end, Professor Holloway argues that race is used in ways that are, whether intentionally or by accident, at best simplistic and at worst destructive, often because we are unwilling to talk or think about these issues in complicated ways. He then leaves the students with one final question: how will you use race?"
AMST-246_Lecture-1,"Professor Dimock introduces the class to the works of Ernest Hemingway, F. Scott Fitzgerald, and William Faulkner, the premiere writers of American modernism. She orients their novels along three “scales” of interpretation: global geopolitics, experimental narration, and sensory detail. Invoking the writings of critic Paul Fussell, she argues that all three writers are united by a preoccupation with World War I and the implications that the Great War has for irony in narrative representation.   "
AMST-246_Lecture-2,"Professor Wai Chee Dimock discusses Hemingway’s first book In Our Time, a collection of vignettes published in 1925 that launched Hemingway’s career as a leading American modernist. Professor Dimock examines a cluster of three vignettes from In Our Time to show how Hemingway’s laconic style naturalizes problems of pain and violence amidst the ethnic tensions of the American Midwest. Drawing on the theoretical writings of critics Elaine Scarry and Susan Sontag, and the artistic representations of painter Edvard Munch, Professor Dimock shows how language probes the empathetic boundaries of communal suffering in “Indian Camp” and “Chapter II.” She concludes with a discussion of “The Doctor and the Doctor’s Wife” that shows how inter-ethnic conflict between Native Americans and whites is neutralized by the primitive impulse of peacekeeping, the opposite of the violence she reads in the two other vignettes in this cluster.  "
AMST-246_Lecture-3,"Professor Wai Chee Dimock continues her discussion of Hemingway’s In Our Time, testing four additional clusters of chapters and vignettes. She offers readings of each cluster that focus on Hemingway’s logics of expressivity, substitution, and emotional resilience. She concludes that Hemingway mixes tragedy and comedy as genres of writing to produce a humor that vacillates between irony and farce. Warning: This lecture contains graphic content and/or adult language that some users may find disturbing."
AMST-246_Lecture-4,"Professor Wai Chee Dimock begins her discussion of The Great Gatsby by highlighting Fitzgerald’s experimental counter-realism, a quality that his editor Maxwell Perkins referred to as “vagueness.” She argues that his counter-realism comes from his animation of inanimate objects, giving human dimensions of motion and emotion to things as varied as lawns, ashes, juicers, telephones, and automobiles.  She concludes with a short meditation on race in The Great Gatsby and encourages a closer reading of the novel’s instances of racial differentiation."
AMST-246_Lecture-5,"Professor Wai Chee Dimock concludes her discussion of The Great Gatsby by evaluating the cross-mapping of the auditory and visual fields in the novel’s main pairs of characters. Beginning with an analysis of the Jazz Age, she argues that linkages between what is heard and what is seen have important implications for the overarching themes of The Great Gatsby, including notions of accountability, responsibility, illusion, and disillusion. She focuses on the linked characters of Daisy and Jordan Baker, Gatsby and Nick Carraway, to show how their convergences and divergences tell the entire store of Gatsby’s decline and fall."
AMST-246_Lecture-6,"Professor Wai Chee Dimock begins her discussion of The Sound and the Fury by presenting Faulkner’s main sources for the novel, including Act V, Scene 5 of Macbeth and theories of mental deficiency elaborated by John Locke and Henry Goddard. Her main focus is on the experimental subjectivity of the novel’s first section which is narrated by Benjy Compson, a mentally retarded 33 year old who is completely innocent of his family’s decline and fall in 1920s Jefferson, Mississippi. Professor Dimock traces Benjy’s preoccupation with his sister Caddy and her sexual innocence through his sense of smell, and the repeated phrase “Caddy smelled like trees.” She concludes by observing that Faulkner protects Benjy from the loss of Caddy by allowing him to move seamlessly between the present and the past, shielding him in his own memories. "
AMST-246_Lecture-7,"Professor Wai Chee Dimock continues her discussion of The Sound and the Fury by juxtaposing Quentin’s stream-of-consciousness to his brother Benjy’s narrative subjectivity. Professor Dimock argues that Faulkner uses stylistic parallels between the two sections to communicate “kinship” and “variation” between the two narrators. In her readings, she focuses on their relationship with the black characters in The Sound and the Fury, as well as their reactions to Caddy’s loss of sexual innocence. She concludes with a discussion of Quentin’s suicide as a reaction to the “second-hand tragedy” of Caddy’s pregnancy. Warning: This lecture contains graphic content and/or adult language that some users may find disturbing."
AMST-246_Lecture-8,"Professor Wai Chee Dimock discusses Jason’s section of The Sound and the Fury with reference to Raymond Williams’s notion of the “knowable community.” Jasons’s narrative is characterized by the loss of that knowable community, by his pointed rage against his family and servants, as well as his diffuse anger against larger, unknowable entities like the “New York Jews,”  Wall Street, Western Union, and the United States government. Professor Dimock reads this anger as a harbinger of the modern condition: a threatening world in which strangers and impersonality reign supreme. In her reading, she shows Faulkner expressing qualified sympathy for Jason, whose loss of a utopian model of community is represented with sadness and pathos in the final sections of the novel.  Warning: This lecture contains graphic content and/or adult language that some users may find disturbing."
AMST-246_Lecture-9,"Professor Wai Chee Dimock closes her reading of The Sound and the Fury by reading section four–the section related by an omniscient narrator–through Luster and Dilsey, the two black characters whose personal and racial histories are woven into the history of the Compson family. Luster and Dilsey’s centrality to the final section of the novel, particularly their interactions with the Reverent Shegog on Easter Sunday, transform The Sound and the Fury into a story of redemption; they reconstitute a sense of community whose loss is mourned in Jason’s section. Professor Dimock concludes by reading the final scene of section four–Jason’s taking over of the horse Queenie from Luster’s control–as Jason’s brief and heroic redemption, the only respite that Faulkner grants Jason in the course of the novel."
AMST-246_Lecture-10,"Professor Wai Chee Dimock introduces the class to Hemingway’s novel To Have and Have Not, which originally appeared as a series of short stories in Cosmopolitan and Esquire magazines. She focuses on Hemingway’s designation of taxanomic groups (“types”) by race, class, and sexuality, arguing that Hemingway’s switch of narrative perspectives throughout the course of the novel casts every character, even protagonist Harry Morgan, as a classifiable kind of human being. In her treatment of types, she shows how Hemingway draws thematic parallels between seemingly disparate racial types, complicating the dualism of “to have” and “have not” that appears in the title. Warning: This lecture contains graphic content and/or adult language that some users may find disturbing."
AMST-246_Lecture-11,"Professor Wai Chee Dimock concludes her discussion of To Have and Have Not by showing how, in the context of the Cuban Revolutions and the Great Depression, characters devolve into those who “Have” and those who “Have Not.” While protagonist Harry Morgan may look like a political and economic “Have Not”–he neither supports the revolution nor possesses enough money to extract himself from its seedier operations–his ability to bring happiness to his wife Marie makes him a social “Have” in a more profound sense. Dimock casts Harry as a “mediated Have,” someone who, through the eyes of others, might be said to be in possession of something vital, denied to others with material and political satisfactions. Warning: This lecture contains graphic content and/or adult language that some users may find disturbing."
AMST-246_Lecture-12,"Professor Wai Chee Dimock demonstrates how four of Fitzgerald’s most famous short stories–“The Rich Boy,” “Babylon Revisited,” “The Diamond as Big as the Ritz,” and “Bernice Bobs Her Hair”–represent “social types,” generic identities that Fitzgerald explores as forms of social reality.  She reads the dramatic tension in each of those stories as determined by the protagaonist’s conformity to or deviation from their idealized social type. "
AMST-246_Lecture-13,"Professor Wai Chee Dimock begins her discussion of Faulkner’s As I Lay Dying by orienting the novel to the Great Depression in the South, as focalized through such famous texts as Let Us Now Praise Famous Men. Once this macro history is established, she reads the narrative techniques of As I Lay Dying through two analytic lenses. First, she draws on Bakhtin’s notion of social dialects to underscore the language that indexes poor whites as a Southern type. Second, she marshals Frank Kermode’s idea of narrative secrecy to show how two secrets in As I Lay Dying–Dewey Dell’s illegitimate pregnancy and Jewel’s illegitimate birth–are gradually revealed to the reader through Faulkner’s multiple narrators, each a speaker of a socially codified dialect, and each a practitioner of narrative secrecy in his or her own right.  "
AMST-246_Lecture-14,"Professor Wai Chee Dimock traces Faulkner’s appropriation of the epic genre through two conventions: the blurring of boundaries between humans and non-humans and the resurrection of the dead. She first reads Faulkner’s minor character Tull and his relation to both mules and buzzards to draw out the “nature of manhood in poor whites.” From Tull, she shifts focus to Jewel and suggests that his kinship with the snake and the horse foregrounds the narrative secrecy of Jewel’s genealogy. As Addie Bundren’s monologue reveals, Jewel’s illegitimate father, the Reverend Whitfield, is similarly identified with both the horse, as the animal he rides, and the snake, whose Edenic behavior he parallels in his affair with Addie. "
AMST-246_Lecture-15,"Professor Wai Chee Dimock concludes her discussion of As I Lay Dying with an analysis of its generic form. Using Nathaniel Hawthorne’s The Scarlett Letter to anchor her discussion of the American literary tradition, she argues that As I Lay Dying continually negotiates the comic and the tragic genres as we shift from one perspective to another: one character’s comic gain is often another’s tragic loss. She traces the losses and gains of Cash, Jewel, and Darl throughout the novel, showing how their new “balances” by the end reconstitute the Bundren family and draw lines of kinship around the “haves” and “have nots” among family members."
AMST-246_Lecture-16,"Professor Wai Chee Dimock begins her discussion of Hemingway’s For Whom the Bell Tolls with an overview of the Spanish Civil War, the historical event at the heart of the novel. She introduces the notion of an “involuntary foreigner” to discuss the fate of Hemingway’s American protagonist Robert Jordan, as well as the Spanish guerillas who are turned into “aliens” within their own country due to their print and technological illiteracies. Professor Dimock concludes by connecting one’s status as an involuntary foreigner to the shape of the future, arguing that these characters have a tenuous claim to a Spain dominated by the Fascists, and to a modernity increasingly dominated by technology."
AMST-246_Lecture-17,"Professor Wai Chee Dimock continues her discussion of For Whom the Bell Tolls by analyzing the contrast Robert Jordan draws between “distant homes” and the on-site environment of the Spanish Civil War. She juxtaposes his invocations of Paris and Missouri to the rooted communities of the guerillas, and reads analogies of racial and ethnic conflict–specifically, the references to the Moors in Spain and persecuted blacks in America–as a point of tension, an ironic commentary on the coexistence of the distant home and the on-site environment. She concludes with a reading of the American Civil War as a temporally distant home which Jordan tries to recuperate in the present moment of European conflict."
AMST-246_Lecture-18,"Professor Wai Chee Dimock focuses on the themes of dying and not dying that reappear throughout For Whom the Bell Tolls. Marshaling Elaine Scarry’s argument on the aesthetics of killing, she reads the execution of the Fascists as a representation of both aesthetic and ethical “ugliness” in death. She then turns to a discussion of the tragic-comic dimensions of not dying as depicted in the bullfighter Finito’s refusal to die and the smell of death emanating from the old women in the Madrid marketplace. She concludes with a reading of the word cobarde–coward–as it is applied to both Robert Jordan’s suicidal father and the indomitable Pablo. Warning: This lecture contains graphic content and/or adult language that some users may find disturbing."
AMST-246_Lecture-19,"Professor Wai Chee Dimock concludes her discussion of For Whom the Bell Tolls by reading the novel as a narrative of dispossession and repossession. She argues that the rape of Maria, which takes place in front of a barbershop mirror, enacts one type of disempowerment; the end of Robert Jordan’s life represents another, but with the potential for redemption. She shows how Jordan vacillates between a “have” and a “have not,” depending on how ironically one understands Maria’s question “What hast thou?” Warning: This lecture contains graphic content and/or adult language that some users may find disturbing."
AMST-246_Lecture-20,"Professor Wai Chee Dimock positions her reading of Tender Is the Night alongside F. Scott Fitzgerald’s career as a Hollywood screenwriter. She shows how the novel borrows narrative techniques from film, particularly flashback, “switchability” on a macro and micro scale, and montage. Invoking the theories of Sergei Eisenstein, she reads scenes of wartime death and individual murder to show how love and war are cross-mapped, superimposed onto one another as part of the narrative fabric of Tender Is the Night. "
AMST-246_Lecture-21,"Professor Wai Chee Dimock concludes her discussion of Tender Is the Night with a biographical sketch of Zelda Sayre Fitzgerald’s mental instability, the inspiration for the character of Nicole Diver. Invoking the schema of “have” and “have not,” she then shows how Fitzgerald borrows techniques from film to quicken the pace of Dick Diver’s narrative of dispossession. Dimock argues that Fitzgerald uses close-up, cross-cutting, and the speeding up of negative resolutions to strip Dick of his professional identity and to render him empty-handed at the end."
