272,80
114,6
83,16
69,76
322,71
185,196
136,258
96,217
87,22
96,248
323,13
324,65
185,47
0,28
54,123
18,188
146,28
325,138
6,121
214,202
101,121
249,292
327,22
22,97
190,188
80,15
234,13
262,20
4,299
328,194
249,22
193,13
15,184
320,150
197,100
246,31
145,112
172,16
263,13
120,5
36,82
131,22
224,1
127,17
329,150
156,65
65,190
17,6
47,13
44,28
330,138
75,28
170,1
220,20
40,1
46,6
13,1
236,41
126,188
287,83
281,114
233,227
92,28
331,22
96,3
332,17
202,22
225,28
96,1
333,13
143,13
141,13
117,47
215,6
157,6
156,125
36,15
47,31
60,184
322,34
87,157
269,25
167,49
114,334
265,20
229,76
335,15
226,13
127,45
245,18
61,22
249,31
285,62
166,65
92,180
74,1
15,13
100,1
49,68
17,3
336,299
8,31
87,13
41,188
154,1
132,13
58,180
131,31
75,138
6,110
83,16
75,337
338,73
64,6
146,45
104,21
179,132
47,97
298,212
114,338
282,25
271,20
105,20
6,208
68,331
158,13
20,22
87,53
114,339
37,68
22,83
99,22
25,22
2,6
77,16
54,22
6,23
68,20
